"39,825",167,RADCLIFFE,n,169629187138,169678187297
"39,826",75,RADCLIFFE,n,169678187297,169704187367
"40,499",198,ELKTON,y,169931185836,169802185687
"40,504",123,ELKTON,y,170009185931,169931185836
"40,508",71,ELKTON,y,170055185986,170009185931
"40,514",219,ELKTON,y,170204186145,170055185986
"40,517",92,ELKTON,y,170268186212,170204186145
"40,522",125,ELKTON,y,170353186303,170268186212
"40,526",62,ELKTON,y,170394186350,170353186303
"40,535",203,ELKTON,y,170529186501,170394186350
"40,544",250,ELKTON,y,170690186692,170529186501
"40,548",103,ELKTON,y,170761186765,170690186692
"40,554",170,ELKTON,y,170882186884,170761186765
"40,555",173,MAIN,y,171055186886,170882186884
"40,556",37,MAIN,y,171092186888,171055186886
"40,558",368,MAIN,y,171458186923,171092186888
"40,560",84,MAIN,y,171542186931,171458186923
"40,561",79,MAIN,y,171620186938,171542186931
"40,563",69,MAIN,y,171689186945,171620186938
"40,565",101,MAIN,y,171789186955,171689186945
"40,566",159,MAIN,y,171948186971,171789186955
"40,570",139,MAIN,y,172086186985,171948186971
"41,561",85,RADCLIFFE,y,169704187367,169746187440
